idx	word_count	stratum	prompt	expected_kw	expected_difficulty
933	45	wc_31_60	Take integer 20, add integer 8, then multiply the running total by integer 2, and reply with the final integer answer. Reply with only the integer answer. No prose and no working steps. Return one number only. Do not include any extra text or punctuation.	56	2
934	49	wc_31_60	Take integer 2, add integer 9, then multiply the running total by integer 2, and reply with the final integer answer. No prose and no working steps. Return one number only. Do not include any extra text or punctuation. The answer must be a single integer with no commas.	22	2
935	52	wc_31_60	Take integer 3, add integer 9, then multiply the running total by integer 2, and reply with the final integer answer. Return one number only. Do not include any extra text or punctuation. The answer must be a single integer with no commas. Please omit explanations and write only the final number.	24	2
936	48	wc_31_60	Take integer 4, add integer 9, then multiply the running total by integer 2, and reply with the final integer answer. Do not include any extra text or punctuation. The answer must be a single integer with no commas. Please omit explanations and write only the final number.	26	2
937	48	wc_31_60	Take integer 5, add integer 9, then multiply the running total by integer 2, and reply with the final integer answer. The answer must be a single integer with no commas. Please omit explanations and write only the final number. Output format: a single integer on one line.	28	2
938	51	wc_31_60	Take integer 6, add integer 9, then multiply the running total by integer 2, and reply with the final integer answer. Please omit explanations and write only the final number. Output format: a single integer on one line. No leading or trailing whitespace please. Treat this as a closed numeric question.	30	2
939	50	wc_31_60	Take integer 7, add integer 9, then multiply the running total by integer 2, and reply with the final integer answer. Output format: a single integer on one line. No leading or trailing whitespace please. Treat this as a closed numeric question. Provide the answer as a bare integer literal.	32	2
940	57	wc_31_60	Take integer 8, add integer 9, then multiply the running total by integer 2, and reply with the final integer answer. No leading or trailing whitespace please. Treat this as a closed numeric question. Provide the answer as a bare integer literal. Avoid any decorative formatting in your response. Write only the numeric value of the result.	34	2
941	36	wc_31_60	Take integer 9, add integer 9, then multiply the running total by integer 2, and reply with the final integer answer. Treat this as a closed numeric question. Provide the answer as a bare integer literal.	36	2
942	36	wc_31_60	Take integer 10, add integer 9, then multiply the running total by integer 2, and reply with the final integer answer. Provide the answer as a bare integer literal. Avoid any decorative formatting in your response.	38	2
943	36	wc_31_60	Take integer 11, add integer 9, then multiply the running total by integer 2, and reply with the final integer answer. Avoid any decorative formatting in your response. Write only the numeric value of the result.	40	2
944	35	wc_31_60	Take integer 12, add integer 9, then multiply the running total by integer 2, and reply with the final integer answer. Write only the numeric value of the result. Reply with only the integer answer.	42	2
945	37	wc_31_60	Take integer 13, add integer 9, then multiply the running total by integer 2, and reply with the final integer answer. Reply with only the integer answer. No prose and no working steps. Return one number only.	44	2
946	39	wc_31_60	Take integer 14, add integer 9, then multiply the running total by integer 2, and reply with the final integer answer. No prose and no working steps. Return one number only. Do not include any extra text or punctuation.	46	2
947	43	wc_31_60	Take integer 15, add integer 9, then multiply the running total by integer 2, and reply with the final integer answer. Return one number only. Do not include any extra text or punctuation. The answer must be a single integer with no commas.	48	2
948	39	wc_31_60	Take integer 16, add integer 9, then multiply the running total by integer 2, and reply with the final integer answer. Do not include any extra text or punctuation. The answer must be a single integer with no commas.	50	2
949	40	wc_31_60	Take integer 17, add integer 9, then multiply the running total by integer 2, and reply with the final integer answer. The answer must be a single integer with no commas. Please omit explanations and write only the final number.	52	2
950	44	wc_31_60	Take integer 18, add integer 9, then multiply the running total by integer 2, and reply with the final integer answer. Please omit explanations and write only the final number. Output format: a single integer on one line. No leading or trailing whitespace please.	54	2
951	42	wc_31_60	Take integer 19, add integer 9, then multiply the running total by integer 2, and reply with the final integer answer. Output format: a single integer on one line. No leading or trailing whitespace please. Treat this as a closed numeric question.	56	2
952	42	wc_31_60	Take integer 20, add integer 9, then multiply the running total by integer 2, and reply with the final integer answer. No leading or trailing whitespace please. Treat this as a closed numeric question. Provide the answer as a bare integer literal.	58	2
953	43	wc_31_60	Take integer 2, add integer 10, then multiply the running total by integer 2, and reply with the final integer answer. Treat this as a closed numeric question. Provide the answer as a bare integer literal. Avoid any decorative formatting in your response.	24	2
954	44	wc_31_60	Take integer 3, add integer 10, then multiply the running total by integer 2, and reply with the final integer answer. Provide the answer as a bare integer literal. Avoid any decorative formatting in your response. Write only the numeric value of the result.	26	2
955	48	wc_31_60	Take integer 4, add integer 10, then multiply the running total by integer 2, and reply with the final integer answer. Avoid any decorative formatting in your response. Write only the numeric value of the result. Reply with only the integer answer. No prose and no working steps.	28	2
956	53	wc_31_60	Take integer 5, add integer 10, then multiply the running total by integer 2, and reply with the final integer answer. Write only the numeric value of the result. Reply with only the integer answer. No prose and no working steps. Return one number only. Do not include any extra text or punctuation.	30	2
957	55	wc_31_60	Take integer 6, add integer 10, then multiply the running total by integer 2, and reply with the final integer answer. Reply with only the integer answer. No prose and no working steps. Return one number only. Do not include any extra text or punctuation. The answer must be a single integer with no commas.	32	2
958	49	wc_31_60	Take integer 7, add integer 10, then multiply the running total by integer 2, and reply with the final integer answer. No prose and no working steps. Return one number only. Do not include any extra text or punctuation. The answer must be a single integer with no commas.	34	2
959	52	wc_31_60	Take integer 8, add integer 10, then multiply the running total by integer 2, and reply with the final integer answer. Return one number only. Do not include any extra text or punctuation. The answer must be a single integer with no commas. Please omit explanations and write only the final number.	36	2
960	56	wc_31_60	Take integer 9, add integer 10, then multiply the running total by integer 2, and reply with the final integer answer. Do not include any extra text or punctuation. The answer must be a single integer with no commas. Please omit explanations and write only the final number. Output format: a single integer on one line.	38	2
961	31	wc_31_60	Take integer 10, add integer 10, then multiply the running total by integer 2, and reply with the final integer answer. The answer must be a single integer with no commas.	40	2
962	38	wc_31_60	Take integer 11, add integer 10, then multiply the running total by integer 2, and reply with the final integer answer. Please omit explanations and write only the final number. Output format: a single integer on one line.	42	2
963	35	wc_31_60	Take integer 12, add integer 10, then multiply the running total by integer 2, and reply with the final integer answer. Output format: a single integer on one line. No leading or trailing whitespace please.	44	2
964	34	wc_31_60	Take integer 13, add integer 10, then multiply the running total by integer 2, and reply with the final integer answer. No leading or trailing whitespace please. Treat this as a closed numeric question.	46	2
965	36	wc_31_60	Take integer 14, add integer 10, then multiply the running total by integer 2, and reply with the final integer answer. Treat this as a closed numeric question. Provide the answer as a bare integer literal.	48	2
966	36	wc_31_60	Take integer 15, add integer 10, then multiply the running total by integer 2, and reply with the final integer answer. Provide the answer as a bare integer literal. Avoid any decorative formatting in your response.	50	2
967	42	wc_31_60	Take integer 16, add integer 10, then multiply the running total by integer 2, and reply with the final integer answer. Avoid any decorative formatting in your response. Write only the numeric value of the result. Reply with only the integer answer.	52	2
968	41	wc_31_60	Take integer 17, add integer 10, then multiply the running total by integer 2, and reply with the final integer answer. Write only the numeric value of the result. Reply with only the integer answer. No prose and no working steps.	54	2
969	45	wc_31_60	Take integer 18, add integer 10, then multiply the running total by integer 2, and reply with the final integer answer. Reply with only the integer answer. No prose and no working steps. Return one number only. Do not include any extra text or punctuation.	56	2
970	49	wc_31_60	Take integer 19, add integer 10, then multiply the running total by integer 2, and reply with the final integer answer. No prose and no working steps. Return one number only. Do not include any extra text or punctuation. The answer must be a single integer with no commas.	58	2
971	43	wc_31_60	Take integer 20, add integer 10, then multiply the running total by integer 2, and reply with the final integer answer. Return one number only. Do not include any extra text or punctuation. The answer must be a single integer with no commas.	60	2
972	48	wc_31_60	Take integer 2, add integer 11, then multiply the running total by integer 2, and reply with the final integer answer. Do not include any extra text or punctuation. The answer must be a single integer with no commas. Please omit explanations and write only the final number.	26	2
973	48	wc_31_60	Take integer 3, add integer 11, then multiply the running total by integer 2, and reply with the final integer answer. The answer must be a single integer with no commas. Please omit explanations and write only the final number. Output format: a single integer on one line.	28	2
974	44	wc_31_60	Take integer 4, add integer 11, then multiply the running total by integer 2, and reply with the final integer answer. Please omit explanations and write only the final number. Output format: a single integer on one line. No leading or trailing whitespace please.	30	2
975	50	wc_31_60	Take integer 5, add integer 11, then multiply the running total by integer 2, and reply with the final integer answer. Output format: a single integer on one line. No leading or trailing whitespace please. Treat this as a closed numeric question. Provide the answer as a bare integer literal.	32	2
976	49	wc_31_60	Take integer 6, add integer 11, then multiply the running total by integer 2, and reply with the final integer answer. No leading or trailing whitespace please. Treat this as a closed numeric question. Provide the answer as a bare integer literal. Avoid any decorative formatting in your response.	34	2
977	51	wc_31_60	Take integer 7, add integer 11, then multiply the running total by integer 2, and reply with the final integer answer. Treat this as a closed numeric question. Provide the answer as a bare integer literal. Avoid any decorative formatting in your response. Write only the numeric value of the result.	36	2
978	50	wc_31_60	Take integer 8, add integer 11, then multiply the running total by integer 2, and reply with the final integer answer. Provide the answer as a bare integer literal. Avoid any decorative formatting in your response. Write only the numeric value of the result. Reply with only the integer answer.	38	2
979	52	wc_31_60	Take integer 9, add integer 11, then multiply the running total by integer 2, and reply with the final integer answer. Avoid any decorative formatting in your response. Write only the numeric value of the result. Reply with only the integer answer. No prose and no working steps. Return one number only.	40	2
980	53	wc_31_60	Take integer 10, add integer 11, then multiply the running total by integer 2, and reply with the final integer answer. Write only the numeric value of the result. Reply with only the integer answer. No prose and no working steps. Return one number only. Do not include any extra text or punctuation.	42	2
981	33	wc_31_60	Take integer 11, add integer 11, then multiply the running total by integer 2, and reply with the final integer answer. Reply with only the integer answer. No prose and no working steps.	44	2
982	39	wc_31_60	Take integer 12, add integer 11, then multiply the running total by integer 2, and reply with the final integer answer. No prose and no working steps. Return one number only. Do not include any extra text or punctuation.	46	2
983	33	wc_31_60	Take integer 13, add integer 11, then multiply the running total by integer 2, and reply with the final integer answer. Return one number only. Do not include any extra text or punctuation.	48	2
984	39	wc_31_60	Take integer 14, add integer 11, then multiply the running total by integer 2, and reply with the final integer answer. Do not include any extra text or punctuation. The answer must be a single integer with no commas.	50	2
985	40	wc_31_60	Take integer 15, add integer 11, then multiply the running total by integer 2, and reply with the final integer answer. The answer must be a single integer with no commas. Please omit explanations and write only the final number.	52	2
986	38	wc_31_60	Take integer 16, add integer 11, then multiply the running total by integer 2, and reply with the final integer answer. Please omit explanations and write only the final number. Output format: a single integer on one line.	54	2
987	42	wc_31_60	Take integer 17, add integer 11, then multiply the running total by integer 2, and reply with the final integer answer. Output format: a single integer on one line. No leading or trailing whitespace please. Treat this as a closed numeric question.	56	2
988	42	wc_31_60	Take integer 18, add integer 11, then multiply the running total by integer 2, and reply with the final integer answer. No leading or trailing whitespace please. Treat this as a closed numeric question. Provide the answer as a bare integer literal.	58	2
989	43	wc_31_60	Take integer 19, add integer 11, then multiply the running total by integer 2, and reply with the final integer answer. Treat this as a closed numeric question. Provide the answer as a bare integer literal. Avoid any decorative formatting in your response.	60	2
990	44	wc_31_60	Take integer 20, add integer 11, then multiply the running total by integer 2, and reply with the final integer answer. Provide the answer as a bare integer literal. Avoid any decorative formatting in your response. Write only the numeric value of the result.	62	2
991	42	wc_31_60	Take integer 2, add integer 12, then multiply the running total by integer 2, and reply with the final integer answer. Avoid any decorative formatting in your response. Write only the numeric value of the result. Reply with only the integer answer.	28	2
992	45	wc_31_60	Take integer 3, add integer 12, then multiply the running total by integer 2, and reply with the final integer answer. Write only the numeric value of the result. Reply with only the integer answer. No prose and no working steps. Return one number only.	30	2
993	45	wc_31_60	Take integer 4, add integer 12, then multiply the running total by integer 2, and reply with the final integer answer. Reply with only the integer answer. No prose and no working steps. Return one number only. Do not include any extra text or punctuation.	32	2
994	49	wc_31_60	Take integer 5, add integer 12, then multiply the running total by integer 2, and reply with the final integer answer. No prose and no working steps. Return one number only. Do not include any extra text or punctuation. The answer must be a single integer with no commas.	34	2
995	52	wc_31_60	Take integer 6, add integer 12, then multiply the running total by integer 2, and reply with the final integer answer. Return one number only. Do not include any extra text or punctuation. The answer must be a single integer with no commas. Please omit explanations and write only the final number.	36	2
996	48	wc_31_60	Take integer 7, add integer 12, then multiply the running total by integer 2, and reply with the final integer answer. Do not include any extra text or punctuation. The answer must be a single integer with no commas. Please omit explanations and write only the final number.	38	2
997	48	wc_31_60	Take integer 8, add integer 12, then multiply the running total by integer 2, and reply with the final integer answer. The answer must be a single integer with no commas. Please omit explanations and write only the final number. Output format: a single integer on one line.	40	2
998	51	wc_31_60	Take integer 9, add integer 12, then multiply the running total by integer 2, and reply with the final integer answer. Please omit explanations and write only the final number. Output format: a single integer on one line. No leading or trailing whitespace please. Treat this as a closed numeric question.	42	2
999	50	wc_31_60	Take integer 10, add integer 12, then multiply the running total by integer 2, and reply with the final integer answer. Output format: a single integer on one line. No leading or trailing whitespace please. Treat this as a closed numeric question. Provide the answer as a bare integer literal.	44	2
1000	57	wc_31_60	Take integer 11, add integer 12, then multiply the running total by integer 2, and reply with the final integer answer. No leading or trailing whitespace please. Treat this as a closed numeric question. Provide the answer as a bare integer literal. Avoid any decorative formatting in your response. Write only the numeric value of the result.	46	2
1001	36	wc_31_60	Take integer 12, add integer 12, then multiply the running total by integer 2, and reply with the final integer answer. Treat this as a closed numeric question. Provide the answer as a bare integer literal.	48	2
1002	36	wc_31_60	Take integer 13, add integer 12, then multiply the running total by integer 2, and reply with the final integer answer. Provide the answer as a bare integer literal. Avoid any decorative formatting in your response.	50	2
1003	36	wc_31_60	Take integer 14, add integer 12, then multiply the running total by integer 2, and reply with the final integer answer. Avoid any decorative formatting in your response. Write only the numeric value of the result.	52	2
1004	35	wc_31_60	Take integer 15, add integer 12, then multiply the running total by integer 2, and reply with the final integer answer. Write only the numeric value of the result. Reply with only the integer answer.	54	2
1005	37	wc_31_60	Take integer 16, add integer 12, then multiply the running total by integer 2, and reply with the final integer answer. Reply with only the integer answer. No prose and no working steps. Return one number only.	56	2
1006	39	wc_31_60	Take integer 17, add integer 12, then multiply the running total by integer 2, and reply with the final integer answer. No prose and no working steps. Return one number only. Do not include any extra text or punctuation.	58	2
1007	43	wc_31_60	Take integer 18, add integer 12, then multiply the running total by integer 2, and reply with the final integer answer. Return one number only. Do not include any extra text or punctuation. The answer must be a single integer with no commas.	60	2
1008	39	wc_31_60	Take integer 19, add integer 12, then multiply the running total by integer 2, and reply with the final integer answer. Do not include any extra text or punctuation. The answer must be a single integer with no commas.	62	2
1009	40	wc_31_60	Take integer 20, add integer 12, then multiply the running total by integer 2, and reply with the final integer answer. The answer must be a single integer with no commas. Please omit explanations and write only the final number.	64	2
1010	44	wc_31_60	Take integer 2, add integer 13, then multiply the running total by integer 2, and reply with the final integer answer. Please omit explanations and write only the final number. Output format: a single integer on one line. No leading or trailing whitespace please.	30	2
1011	42	wc_31_60	Take integer 3, add integer 13, then multiply the running total by integer 2, and reply with the final integer answer. Output format: a single integer on one line. No leading or trailing whitespace please. Treat this as a closed numeric question.	32	2
1012	42	wc_31_60	Take integer 4, add integer 13, then multiply the running total by integer 2, and reply with the final integer answer. No leading or trailing whitespace please. Treat this as a closed numeric question. Provide the answer as a bare integer literal.	34	2
1013	43	wc_31_60	Take integer 5, add integer 13, then multiply the running total by integer 2, and reply with the final integer answer. Treat this as a closed numeric question. Provide the answer as a bare integer literal. Avoid any decorative formatting in your response.	36	2
1014	44	wc_31_60	Take integer 6, add integer 13, then multiply the running total by integer 2, and reply with the final integer answer. Provide the answer as a bare integer literal. Avoid any decorative formatting in your response. Write only the numeric value of the result.	38	2
1015	48	wc_31_60	Take integer 7, add integer 13, then multiply the running total by integer 2, and reply with the final integer answer. Avoid any decorative formatting in your response. Write only the numeric value of the result. Reply with only the integer answer. No prose and no working steps.	40	2
1016	53	wc_31_60	Take integer 8, add integer 13, then multiply the running total by integer 2, and reply with the final integer answer. Write only the numeric value of the result. Reply with only the integer answer. No prose and no working steps. Return one number only. Do not include any extra text or punctuation.	42	2
1017	55	wc_31_60	Take integer 9, add integer 13, then multiply the running total by integer 2, and reply with the final integer answer. Reply with only the integer answer. No prose and no working steps. Return one number only. Do not include any extra text or punctuation. The answer must be a single integer with no commas.	44	2
1018	49	wc_31_60	Take integer 10, add integer 13, then multiply the running total by integer 2, and reply with the final integer answer. No prose and no working steps. Return one number only. Do not include any extra text or punctuation. The answer must be a single integer with no commas.	46	2
1019	52	wc_31_60	Take integer 11, add integer 13, then multiply the running total by integer 2, and reply with the final integer answer. Return one number only. Do not include any extra text or punctuation. The answer must be a single integer with no commas. Please omit explanations and write only the final number.	48	2
1020	56	wc_31_60	Take integer 12, add integer 13, then multiply the running total by integer 2, and reply with the final integer answer. Do not include any extra text or punctuation. The answer must be a single integer with no commas. Please omit explanations and write only the final number. Output format: a single integer on one line.	50	2
1021	31	wc_31_60	Take integer 13, add integer 13, then multiply the running total by integer 2, and reply with the final integer answer. The answer must be a single integer with no commas.	52	2
1022	38	wc_31_60	Take integer 14, add integer 13, then multiply the running total by integer 2, and reply with the final integer answer. Please omit explanations and write only the final number. Output format: a single integer on one line.	54	2
1023	35	wc_31_60	Take integer 15, add integer 13, then multiply the running total by integer 2, and reply with the final integer answer. Output format: a single integer on one line. No leading or trailing whitespace please.	56	2
1024	34	wc_31_60	Take integer 16, add integer 13, then multiply the running total by integer 2, and reply with the final integer answer. No leading or trailing whitespace please. Treat this as a closed numeric question.	58	2
1025	36	wc_31_60	Take integer 17, add integer 13, then multiply the running total by integer 2, and reply with the final integer answer. Treat this as a closed numeric question. Provide the answer as a bare integer literal.	60	2
1026	36	wc_31_60	Take integer 18, add integer 13, then multiply the running total by integer 2, and reply with the final integer answer. Provide the answer as a bare integer literal. Avoid any decorative formatting in your response.	62	2
1027	42	wc_31_60	Take integer 19, add integer 13, then multiply the running total by integer 2, and reply with the final integer answer. Avoid any decorative formatting in your response. Write only the numeric value of the result. Reply with only the integer answer.	64	2
1028	41	wc_31_60	Take integer 20, add integer 13, then multiply the running total by integer 2, and reply with the final integer answer. Write only the numeric value of the result. Reply with only the integer answer. No prose and no working steps.	66	2
1029	45	wc_31_60	Take integer 2, add integer 14, then multiply the running total by integer 2, and reply with the final integer answer. Reply with only the integer answer. No prose and no working steps. Return one number only. Do not include any extra text or punctuation.	32	2
1030	49	wc_31_60	Take integer 3, add integer 14, then multiply the running total by integer 2, and reply with the final integer answer. No prose and no working steps. Return one number only. Do not include any extra text or punctuation. The answer must be a single integer with no commas.	34	2
1031	43	wc_31_60	Take integer 4, add integer 14, then multiply the running total by integer 2, and reply with the final integer answer. Return one number only. Do not include any extra text or punctuation. The answer must be a single integer with no commas.	36	2
1032	48	wc_31_60	Take integer 5, add integer 14, then multiply the running total by integer 2, and reply with the final integer answer. Do not include any extra text or punctuation. The answer must be a single integer with no commas. Please omit explanations and write only the final number.	38	2
1033	48	wc_31_60	Take integer 6, add integer 14, then multiply the running total by integer 2, and reply with the final integer answer. The answer must be a single integer with no commas. Please omit explanations and write only the final number. Output format: a single integer on one line.	40	2
1034	44	wc_31_60	Take integer 7, add integer 14, then multiply the running total by integer 2, and reply with the final integer answer. Please omit explanations and write only the final number. Output format: a single integer on one line. No leading or trailing whitespace please.	42	2
1035	50	wc_31_60	Take integer 8, add integer 14, then multiply the running total by integer 2, and reply with the final integer answer. Output format: a single integer on one line. No leading or trailing whitespace please. Treat this as a closed numeric question. Provide the answer as a bare integer literal.	44	2
1036	49	wc_31_60	Take integer 9, add integer 14, then multiply the running total by integer 2, and reply with the final integer answer. No leading or trailing whitespace please. Treat this as a closed numeric question. Provide the answer as a bare integer literal. Avoid any decorative formatting in your response.	46	2
1037	51	wc_31_60	Take integer 10, add integer 14, then multiply the running total by integer 2, and reply with the final integer answer. Treat this as a closed numeric question. Provide the answer as a bare integer literal. Avoid any decorative formatting in your response. Write only the numeric value of the result.	48	2
1038	50	wc_31_60	Take integer 11, add integer 14, then multiply the running total by integer 2, and reply with the final integer answer. Provide the answer as a bare integer literal. Avoid any decorative formatting in your response. Write only the numeric value of the result. Reply with only the integer answer.	50	2
1039	52	wc_31_60	Take integer 12, add integer 14, then multiply the running total by integer 2, and reply with the final integer answer. Avoid any decorative formatting in your response. Write only the numeric value of the result. Reply with only the integer answer. No prose and no working steps. Return one number only.	52	2
1040	53	wc_31_60	Take integer 13, add integer 14, then multiply the running total by integer 2, and reply with the final integer answer. Write only the numeric value of the result. Reply with only the integer answer. No prose and no working steps. Return one number only. Do not include any extra text or punctuation.	54	2
1041	33	wc_31_60	Take integer 14, add integer 14, then multiply the running total by integer 2, and reply with the final integer answer. Reply with only the integer answer. No prose and no working steps.	56	2
1042	39	wc_31_60	Take integer 15, add integer 14, then multiply the running total by integer 2, and reply with the final integer answer. No prose and no working steps. Return one number only. Do not include any extra text or punctuation.	58	2
1043	33	wc_31_60	Take integer 16, add integer 14, then multiply the running total by integer 2, and reply with the final integer answer. Return one number only. Do not include any extra text or punctuation.	60	2
1044	39	wc_31_60	Take integer 17, add integer 14, then multiply the running total by integer 2, and reply with the final integer answer. Do not include any extra text or punctuation. The answer must be a single integer with no commas.	62	2
1045	40	wc_31_60	Take integer 18, add integer 14, then multiply the running total by integer 2, and reply with the final integer answer. The answer must be a single integer with no commas. Please omit explanations and write only the final number.	64	2
1046	38	wc_31_60	Take integer 19, add integer 14, then multiply the running total by integer 2, and reply with the final integer answer. Please omit explanations and write only the final number. Output format: a single integer on one line.	66	2
1047	42	wc_31_60	Take integer 20, add integer 14, then multiply the running total by integer 2, and reply with the final integer answer. Output format: a single integer on one line. No leading or trailing whitespace please. Treat this as a closed numeric question.	68	2
1048	42	wc_31_60	Take integer 2, add integer 2, then multiply the running total by integer 3, and reply with the final integer answer. No leading or trailing whitespace please. Treat this as a closed numeric question. Provide the answer as a bare integer literal.	12	2
1049	43	wc_31_60	Take integer 3, add integer 2, then multiply the running total by integer 3, and reply with the final integer answer. Treat this as a closed numeric question. Provide the answer as a bare integer literal. Avoid any decorative formatting in your response.	15	2
1050	44	wc_31_60	Take integer 4, add integer 2, then multiply the running total by integer 3, and reply with the final integer answer. Provide the answer as a bare integer literal. Avoid any decorative formatting in your response. Write only the numeric value of the result.	18	2
1051	42	wc_31_60	Take integer 5, add integer 2, then multiply the running total by integer 3, and reply with the final integer answer. Avoid any decorative formatting in your response. Write only the numeric value of the result. Reply with only the integer answer.	21	2
1052	45	wc_31_60	Take integer 6, add integer 2, then multiply the running total by integer 3, and reply with the final integer answer. Write only the numeric value of the result. Reply with only the integer answer. No prose and no working steps. Return one number only.	24	2
1053	45	wc_31_60	Take integer 7, add integer 2, then multiply the running total by integer 3, and reply with the final integer answer. Reply with only the integer answer. No prose and no working steps. Return one number only. Do not include any extra text or punctuation.	27	2
1054	49	wc_31_60	Take integer 8, add integer 2, then multiply the running total by integer 3, and reply with the final integer answer. No prose and no working steps. Return one number only. Do not include any extra text or punctuation. The answer must be a single integer with no commas.	30	2
1055	52	wc_31_60	Take integer 9, add integer 2, then multiply the running total by integer 3, and reply with the final integer answer. Return one number only. Do not include any extra text or punctuation. The answer must be a single integer with no commas. Please omit explanations and write only the final number.	33	2
1056	48	wc_31_60	Take integer 10, add integer 2, then multiply the running total by integer 3, and reply with the final integer answer. Do not include any extra text or punctuation. The answer must be a single integer with no commas. Please omit explanations and write only the final number.	36	2
1057	48	wc_31_60	Take integer 11, add integer 2, then multiply the running total by integer 3, and reply with the final integer answer. The answer must be a single integer with no commas. Please omit explanations and write only the final number. Output format: a single integer on one line.	39	2
1058	51	wc_31_60	Take integer 12, add integer 2, then multiply the running total by integer 3, and reply with the final integer answer. Please omit explanations and write only the final number. Output format: a single integer on one line. No leading or trailing whitespace please. Treat this as a closed numeric question.	42	2
1059	50	wc_31_60	Take integer 13, add integer 2, then multiply the running total by integer 3, and reply with the final integer answer. Output format: a single integer on one line. No leading or trailing whitespace please. Treat this as a closed numeric question. Provide the answer as a bare integer literal.	45	2
1060	57	wc_31_60	Take integer 14, add integer 2, then multiply the running total by integer 3, and reply with the final integer answer. No leading or trailing whitespace please. Treat this as a closed numeric question. Provide the answer as a bare integer literal. Avoid any decorative formatting in your response. Write only the numeric value of the result.	48	2
1061	36	wc_31_60	Take integer 15, add integer 2, then multiply the running total by integer 3, and reply with the final integer answer. Treat this as a closed numeric question. Provide the answer as a bare integer literal.	51	2
1062	36	wc_31_60	Take integer 16, add integer 2, then multiply the running total by integer 3, and reply with the final integer answer. Provide the answer as a bare integer literal. Avoid any decorative formatting in your response.	54	2
1063	36	wc_31_60	Take integer 17, add integer 2, then multiply the running total by integer 3, and reply with the final integer answer. Avoid any decorative formatting in your response. Write only the numeric value of the result.	57	2
1064	35	wc_31_60	Take integer 18, add integer 2, then multiply the running total by integer 3, and reply with the final integer answer. Write only the numeric value of the result. Reply with only the integer answer.	60	2
1065	37	wc_31_60	Take integer 19, add integer 2, then multiply the running total by integer 3, and reply with the final integer answer. Reply with only the integer answer. No prose and no working steps. Return one number only.	63	2
1066	39	wc_31_60	Take integer 20, add integer 2, then multiply the running total by integer 3, and reply with the final integer answer. No prose and no working steps. Return one number only. Do not include any extra text or punctuation.	66	2
1067	43	wc_31_60	Take integer 2, add integer 3, then multiply the running total by integer 3, and reply with the final integer answer. Return one number only. Do not include any extra text or punctuation. The answer must be a single integer with no commas.	15	2
1068	39	wc_31_60	Take integer 3, add integer 3, then multiply the running total by integer 3, and reply with the final integer answer. Do not include any extra text or punctuation. The answer must be a single integer with no commas.	18	2
1069	40	wc_31_60	Take integer 4, add integer 3, then multiply the running total by integer 3, and reply with the final integer answer. The answer must be a single integer with no commas. Please omit explanations and write only the final number.	21	2
1070	44	wc_31_60	Take integer 5, add integer 3, then multiply the running total by integer 3, and reply with the final integer answer. Please omit explanations and write only the final number. Output format: a single integer on one line. No leading or trailing whitespace please.	24	2
1071	42	wc_31_60	Take integer 6, add integer 3, then multiply the running total by integer 3, and reply with the final integer answer. Output format: a single integer on one line. No leading or trailing whitespace please. Treat this as a closed numeric question.	27	2
1072	42	wc_31_60	Take integer 7, add integer 3, then multiply the running total by integer 3, and reply with the final integer answer. No leading or trailing whitespace please. Treat this as a closed numeric question. Provide the answer as a bare integer literal.	30	2
1073	43	wc_31_60	Take integer 8, add integer 3, then multiply the running total by integer 3, and reply with the final integer answer. Treat this as a closed numeric question. Provide the answer as a bare integer literal. Avoid any decorative formatting in your response.	33	2
1074	44	wc_31_60	Take integer 9, add integer 3, then multiply the running total by integer 3, and reply with the final integer answer. Provide the answer as a bare integer literal. Avoid any decorative formatting in your response. Write only the numeric value of the result.	36	2
1075	48	wc_31_60	Take integer 10, add integer 3, then multiply the running total by integer 3, and reply with the final integer answer. Avoid any decorative formatting in your response. Write only the numeric value of the result. Reply with only the integer answer. No prose and no working steps.	39	2
1076	53	wc_31_60	Take integer 11, add integer 3, then multiply the running total by integer 3, and reply with the final integer answer. Write only the numeric value of the result. Reply with only the integer answer. No prose and no working steps. Return one number only. Do not include any extra text or punctuation.	42	2
1077	55	wc_31_60	Take integer 12, add integer 3, then multiply the running total by integer 3, and reply with the final integer answer. Reply with only the integer answer. No prose and no working steps. Return one number only. Do not include any extra text or punctuation. The answer must be a single integer with no commas.	45	2
1078	49	wc_31_60	Take integer 13, add integer 3, then multiply the running total by integer 3, and reply with the final integer answer. No prose and no working steps. Return one number only. Do not include any extra text or punctuation. The answer must be a single integer with no commas.	48	2
1079	52	wc_31_60	Take integer 14, add integer 3, then multiply the running total by integer 3, and reply with the final integer answer. Return one number only. Do not include any extra text or punctuation. The answer must be a single integer with no commas. Please omit explanations and write only the final number.	51	2
1080	56	wc_31_60	Take integer 15, add integer 3, then multiply the running total by integer 3, and reply with the final integer answer. Do not include any extra text or punctuation. The answer must be a single integer with no commas. Please omit explanations and write only the final number. Output format: a single integer on one line.	54	2
1081	31	wc_31_60	Take integer 16, add integer 3, then multiply the running total by integer 3, and reply with the final integer answer. The answer must be a single integer with no commas.	57	2
1082	38	wc_31_60	Take integer 17, add integer 3, then multiply the running total by integer 3, and reply with the final integer answer. Please omit explanations and write only the final number. Output format: a single integer on one line.	60	2
1083	35	wc_31_60	Take integer 18, add integer 3, then multiply the running total by integer 3, and reply with the final integer answer. Output format: a single integer on one line. No leading or trailing whitespace please.	63	2
